School Name,State,School Sector,School Type,ABS Remoteness Area Name,Latitude,Longitude
St Joseph's Primary School,NSW,Catholic,Primary,Inner Regional,-29.736743,151.739609
St Mary's College,NSW,Catholic,Secondary,Outer Regional,-30.9799,150.26
McCarthy Catholic College,NSW,Catholic,Secondary,Inner Regional,-31.072823,150.918774
O'Connor Catholic College,NSW,Catholic,Secondary,Inner Regional,-30.51223,151.67985
Trinity Catholic College Lismore,NSW,Independent,Secondary,Inner Regional,-28.82080341,153.2968774
St Maroun's College,NSW,Independent,Combined,Major Cities,-33.908236,151.144181
St Pius X College,NSW,Independent,Combined,Major Cities,-33.79475,151.1828
Loreto Kirribilli,NSW,Independent,Combined,Major Cities,-33.847115,151.215953
St Mary Star of the Sea College,NSW,Independent,Secondary,Major Cities,-34.425201,150.902368
St Patrick's College Campbelltown,NSW,Independent,Secondary,Major Cities,-34.0778,150.824
Mount St Benedict College,NSW,Independent,Secondary,Major Cities,-33.7406,151.06
Mount St Joseph Milperra,NSW,Catholic,Secondary,Major Cities,-33.941903,150.993967
"St Patrick's College, Strathfield",NSW,Independent,Combined,Major Cities,-33.874561,151.074318
Edmund Rice College,NSW,Independent,Secondary,Major Cities,-34.419903,150.862978
Rosebank College,NSW,Independent,Secondary,Major Cities,-33.870258,151.120778
St Edward's Christian Brothers' College,NSW,Independent,Secondary,Major Cities,-33.438323,151.346246
Waverley College,NSW,Independent,Secondary,Major Cities,-33.897318,151.255563
Christian Brothers' High School Lewisham,NSW,Independent,Combined,Major Cities,-33.897357,151.145649
Saint Ignatius' College,NSW,Independent,Secondary,Major Cities,-33.82781875,151.1561104
Chevalier College,NSW,Independent,Secondary,Inner Regional,-34.507523,150.409241
St Gregory's College Campbelltown,NSW,Independent,Combined,Major Cities,-34.039777,150.787199
St Augustine's College Sydney,NSW,Independent,Combined,Major Cities,-33.759689,151.272238
St Scholastica's College Glebe Point,NSW,Independent,Secondary,Major Cities,-33.876,151.18
Santa Sabina College,NSW,Independent,Combined,Major Cities,-33.877631,151.094509
St Vincent's College,NSW,Independent,Secondary,Major Cities,-33.8697,151.225
Monte Sant' Angelo Mercy College,NSW,Independent,Secondary,Major Cities,-33.835934,151.207259
St Clare's College,NSW,Catholic,Secondary,Major Cities,-33.89881334,151.2538323
Stella Maris College,NSW,Independent,Secondary,Major Cities,-33.78629,151.286084
St Dominic's College,NSW,Independent,Secondary,Major Cities,-33.753222,150.715984
Holy Saviour School,NSW,Independent,Primary,Major Cities,-33.9114,151.056
St Joseph's College,NSW,Independent,Secondary,Major Cities,-33.8304,151.139
Oakhill College,NSW,Independent,Secondary,Major Cities,-33.7241645,151.0206222
Brigidine College St Ives,NSW,Independent,Secondary,Major Cities,-33.721615,151.17269
Our Lady of Mercy College Parramatta,NSW,Independent,Secondary,Major Cities,-33.8083,151.003
St Aloysius' College,NSW,Independent,Secondary,Major Cities,-33.848773,151.214109
St Edmund's College,NSW,Independent,Combined,Major Cities,-33.713692,151.126614
Kincoppal - Rose Bay School of the Sacred Heart,NSW,Independent,Combined,Major Cities,-33.86341562,151.2715132
"Dunlea Centre, Australia's Original Boys' Town",NSW,Independent,Combined,Major Cities,-34.065903,151.006022
The John Berne School,NSW,Independent,Secondary,Major Cities,-33.891932,151.147601
St Stanislaus' College,NSW,Independent,Secondary,Inner Regional,-33.427611,149.571665
Loreto Normanhurst,NSW,Independent,Combined,Major Cities,-33.721001,151.101132
Red Bend Catholic College,NSW,Independent,Secondary,Outer Regional,-33.419282,148.021054
St Lucy's School,NSW,Independent,Combined,Major Cities,-33.717231,151.120383
Maronite College of the Holy Family - Parramatta,NSW,Independent,Combined,Major Cities,-33.8216,151.015
St Charbel's College,NSW,Independent,Combined,Major Cities,-33.918217,151.056382
St Gabriel's School for students with special needs,NSW,Independent,Combined,Major Cities,-33.743631,150.998408
Mater Dei School,NSW,Independent,Secondary,Major Cities,-34.02409537,150.6973229
Broughton Anglican College,NSW,Independent,Combined,Major Cities,-34.099689,150.767656
Regents Park Christian School,NSW,Independent,Combined,Major Cities,-33.8812,151.027
Condell Park Christian School,NSW,Independent,Combined,Major Cities,-33.9224,151.018
Covenant Christian School,NSW,Independent,Combined,Major Cities,-33.713684,151.216023
St Philip's Christian College Dynamic Learning,NSW,Independent,Combined,Major Cities,-32.90553848,151.7247385
Dubbo Christian School,NSW,Independent,Combined,Inner Regional,-32.26303484,148.6448168
German International School Sydney,NSW,Independent,Combined,Major Cities,-33.69224,151.221017
OneSchool Global NSW - Maitland,NSW,Independent,Combined,Major Cities,-32.75539,151.599392
Mount Sinai College,NSW,Independent,Primary,Major Cities,-33.935219,151.236805
Sherwood Hills Christian School,NSW,Independent,Combined,Major Cities,-34.083556,150.814154
Southern Cross Baptist Church Christian School,NSW,Independent,Combined,Major Cities,-34.060272,151.006193
Trinity Grammar School,NSW,Independent,Combined,Major Cities,-33.898552,151.130711
Casino Christian School,NSW,Independent,Combined,Inner Regional,-28.81447,153.074835
Greenacre Christian College,NSW,Independent,Combined,Major Cities,-33.895001,151.055656
Koinonia Christian Academy,NSW,Independent,Combined,Very Remote,-30.081626,145.953958
Macleay Vocational College,NSW,Independent,Secondary,Inner Regional,-31.098508,152.822931
Newcastle Waldorf School,NSW,Independent,Combined,Major Cities,-32.924437,151.655596
OneSchool Global NSW - Wagga Wagga,NSW,Independent,Combined,Inner Regional,-35.143702,147.344482
Indie School Wodonga,VIC,Independent,Secondary,Inner Regional,-36.118028,146.889403
WAYS Secondary,NSW,Independent,Secondary,Major Cities,-33.886924,151.279248
OneSchool Global NSW - Sydney,NSW,Independent,Combined,Major Cities,-33.786338,151.032553
Bellfield College,NSW,Independent,Combined,Major Cities,-33.941662,150.765005
Ebenezer Christian College,NSW,Independent,Combined,Major Cities,-33.804332,150.928701
Minimbah Primary School,NSW,Independent,Primary,Inner Regional,-30.530328,151.678986
"Coffs Harbour Christian Community School, Sherwood Cliffs Campus",NSW,Independent,Primary,Inner Regional,-30.053724,152.976376
Currambena Primary School,NSW,Independent,Primary,Major Cities,-33.820807,151.170301
Biala Special School,NSW,Independent,Combined,Inner Regional,-28.861483,153.562119
Wellington Christian School,NSW,Independent,Primary,Outer Regional,-32.53924008,148.9293943
Thomas More Christian Montessori School,NSW,Independent,Primary,Outer Regional,-36.68754,149.84311
Giant Steps Sydney,NSW,Independent,Combined,Major Cities,-33.838,151.128
Al Sadiq College,NSW,Independent,Combined,Major Cities,-33.909936,151.055751
Nambucca Valley Christian Community School,NSW,Independent,Combined,Inner Regional,-30.6396,152.984
Elouera Special School,NSW,Independent,Combined,Inner Regional,-34.63333,148.01783
Woodbury,NSW,Independent,Combined,Major Cities,-33.76544831,150.9822323
Margaret Jurd College,NSW,Independent,Secondary,Major Cities,-32.88786,151.694707
Narromine Christian School,NSW,Independent,Primary,Outer Regional,-32.238002,148.245937
The Joseph Varga School,NSW,Independent,Combined,Major Cities,-33.911933,151.237461
Liberty College,NSW,Independent,Primary,Inner Regional,-31.14059202,150.9235014
The Lakes Christian College,NSW,Independent,Combined,Major Cities,-33.686263,150.684721
Kindlehill School,NSW,Independent,Combined,Major Cities,-33.70416,150.375224
Blue Mountains Steiner School,NSW,Independent,Primary,Major Cities,-33.72155,150.467986
The Armidale Waldorf School,NSW,Independent,Combined,Inner Regional,-30.4892,151.696
Australian Performing Arts Grammar School,NSW,Independent,Secondary,Major Cities,-33.884263,151.193657
St Andrew's Christian School,NSW,Independent,Combined,Inner Regional,-29.698985,152.974512
Kuyper Christian School,NSW,Independent,Combined,Inner Regional,-33.565039,150.678149
MidCoast Christian College,NSW,Independent,Combined,Inner Regional,-31.888044,152.423376
"Shearwater, the Mullumbimby Steiner School",NSW,Independent,Combined,Inner Regional,-28.557722,153.460171
Border Christian College,NSW,Independent,Combined,Inner Regional,-36.039775,146.981421
Abbotsleigh,NSW,Independent,Combined,Major Cities,-33.719891,151.111345
Lorien Novalis School for Rudolf Steiner Education,NSW,Independent,Combined,Major Cities,-33.702607,151.014572
Snowy Mountains Christian School,NSW,Independent,Combined,Inner Regional,-36.220489,149.130021
Hinterland Christian College,NSW,Independent,Combined,Inner Regional,-28.542429,153.484559
Aspect Hunter School,NSW,Independent,Combined,Major Cities,-32.78338077,151.637225
Aspect Vern Barnett School,NSW,Independent,Combined,Major Cities,-33.763332,151.219315
Calderwood Christian School,NSW,Independent,Combined,Major Cities,-34.556768,150.75552
Summerland Christian College,NSW,Independent,Combined,Inner Regional,-28.80603249,153.3509619
Central Coast Steiner School,NSW,Independent,Combined,Major Cities,-33.335149,151.403606
Wagga Wagga Christian College,NSW,Independent,Combined,Inner Regional,-35.13509,147.3896721
Manning Adventist School,NSW,Independent,Primary,Inner Regional,-31.94300185,152.4400955
NextSense School,NSW,Independent,Combined,Major Cities,-33.77290497,151.1135543
Moama Anglican Grammar School,NSW,Independent,Combined,Inner Regional,-36.10121588,144.7487823
Blue Hills College,NSW,Independent,Combined,Inner Regional,-28.824666,153.354946
Cape Byron Rudolf Steiner School,NSW,Independent,Combined,Inner Regional,-28.655204,153.567045
Aetaomah School,NSW,Independent,Combined,Inner Regional,-28.45905007,153.2697803
Linuwel School Ltd,NSW,Independent,Combined,Major Cities,-32.736732,151.600686
Unity Grammar College,NSW,Independent,Combined,Major Cities,-33.944994,150.802667
Tyndale Christian School,NSW,Independent,Combined,Major Cities,-33.78318,150.88558
Key College,NSW,Independent,Secondary,Major Cities,-33.89177,151.197903
Sydney Grammar School,NSW,Independent,Secondary,Major Cities,-33.874973,151.213277
OneSchool Global NSW - Cowra,NSW,Independent,Primary,Inner Regional,-33.838753,148.662159
Orange Anglican Grammar School,NSW,Independent,Combined,Inner Regional,-33.2586,149.073
Illawarra Christian School,NSW,Independent,Combined,Major Cities,-34.443449,150.830377
Moree Christian School,NSW,Independent,Combined,Outer Regional,-29.482677,149.83689
Shire Christian School,NSW,Independent,Combined,Major Cities,-34.03633,151.009115
St Philip's Christian College - Cessnock,NSW,Independent,Combined,Inner Regional,-32.794245,151.35105
Lycee Condorcet The International French School Of Sydney,NSW,Independent,Combined,Major Cities,-33.934211,151.238299
Queenwood,NSW,Independent,Combined,Major Cities,-33.82376806,151.2486043
Aspect Central Coast School,NSW,Independent,Combined,Major Cities,-33.443989,151.426892
The Riverina Anglican College,NSW,Independent,Combined,Inner Regional,-35.068765,147.374657
OneSchool Global NSW - Leeton,NSW,Independent,Combined,Outer Regional,-34.56402835,146.3913964
Namoi Valley Christian School,NSW,Independent,Combined,Outer Regional,-30.226129,149.441134
Tweed Valley Adventist College,NSW,Independent,Combined,Inner Regional,-28.330051,153.37306
The McDonald College,NSW,Independent,Combined,Major Cities,-33.858292,151.086884
Scone Grammar School,NSW,Independent,Combined,Inner Regional,-32.051098,150.863986
Hurstville Adventist School,NSW,Independent,Primary,Major Cities,-33.964945,151.109299
Kempsey Adventist School,NSW,Independent,Combined,Inner Regional,-31.10359,152.84154
Emmanuel Anglican College,NSW,Independent,Combined,Inner Regional,-28.861964,153.530341
St Narsai Assyrian Christian College,NSW,Independent,Secondary,Major Cities,-33.843599,150.829856
Bhaktivedanta Swami Gurukula School,NSW,Independent,Combined,Inner Regional,-28.35799599,153.3231659
Wollemi College,NSW,Independent,Combined,Major Cities,-33.76453871,150.7561095
Rainbow Ridge School for Steiner Education,NSW,Independent,Combined,Inner Regional,-28.537704,153.166559
St Paul's College,NSW,Independent,Secondary,Inner Regional,-35.755412,146.908182
Glenaeon Rudolf Steiner School,NSW,Independent,Combined,Major Cities,-33.791479,151.208694
Aspect South Coast School,NSW,Independent,Primary,Major Cities,-34.363866,150.896076
Penrith Christian School,NSW,Independent,Combined,Major Cities,-33.78488341,150.7091386
Kamaroi Rudolf Steiner School,NSW,Independent,Primary,Major Cities,-33.71139,151.216182
"St Luke's Grammar School, Bayview Campus",NSW,Independent,Primary,Major Cities,-33.657509,151.295472
Mumbulla School for Rudolf Steiner Education,NSW,Independent,Primary,Outer Regional,-36.672532,149.846611
Tuntable Falls Community School,NSW,Independent,Primary,Inner Regional,-28.5803685,153.2760166
OneSchool Global NSW - Condobolin,NSW,Independent,Combined,Outer Regional,-33.0944,147.139
Macquarie Anglican Grammar School,NSW,Independent,Combined,Inner Regional,-32.249898,148.576138
The Scots College,NSW,Independent,Combined,Major Cities,-33.875115,151.253856
OneSchool Global NSW - Armidale,NSW,Independent,Combined,Inner Regional,-30.50406,151.655949
Aspect Western Sydney School,NSW,Independent,Combined,Major Cities,-33.848273,150.914952
Norwest Christian College,NSW,Independent,Combined,Major Cities,-33.677741,150.873642
"Reddam House, Bondi Campus",NSW,Independent,Secondary,Major Cities,-33.885307,151.276779
Vistara Primary School,NSW,Independent,Primary,Inner Regional,-28.783642,153.340038
Minarah College,NSW,Independent,Combined,Major Cities,-33.898208,150.867092
St John's Lutheran Primary School,NSW,Independent,Primary,Inner Regional,-35.95709,146.881683
St Hurmizd Assyrian Primary School,NSW,Independent,Primary,Major Cities,-33.870607,150.892419
Manning Valley Anglican College,NSW,Independent,Combined,Inner Regional,-31.903878,152.523054
Charlton Christian College,NSW,Independent,Combined,Major Cities,-32.989878,151.583225
Chrysalis School for Rudolf Steiner Education,NSW,Independent,Combined,Outer Regional,-30.435422,152.723158
Byron Community Primary School,NSW,Independent,Primary,Inner Regional,-28.647831,153.615323
Nowra Anglican College,NSW,Independent,Combined,Inner Regional,-34.857265,150.599905
The Hills Grammar School,NSW,Independent,Combined,Major Cities,-33.685772,151.013035
Barker College,NSW,Independent,Secondary,Major Cities,-33.709245,151.099056
Kesser Torah College,NSW,Independent,Combined,Major Cities,-33.87231,151.28267
Tara Anglican School for Girls,NSW,Independent,Combined,Major Cities,-33.78892051,151.0166561
St Andrew's Cathedral School,NSW,Independent,Combined,Major Cities,-33.87384238,151.2055188
The Armidale School,NSW,Independent,Combined,Inner Regional,-30.519975,151.673195
Thomas Hassall Anglican College,NSW,Independent,Combined,Major Cities,-33.918729,150.839747
Kinross Wolaroi School,NSW,Independent,Combined,Inner Regional,-33.290963,149.11314
Avondale School,NSW,Independent,Combined,Major Cities,-33.063236,151.464659
Pymble Ladies' College,NSW,Independent,Combined,Major Cities,-33.747306,151.134137
Macquarie College,NSW,Independent,Combined,Major Cities,-32.92235,151.651503
Christadelphian Heritage College Sydney,NSW,Independent,Combined,Major Cities,-33.88356,150.791111
Scots All Saints College,NSW,Independent,Combined,Inner Regional,-33.43097257,149.6170546
Newington College - Lindfield Preparatory School,NSW,Independent,Primary,Major Cities,-33.769351,151.172576
Snowy Mountains Grammar School,NSW,Independent,Combined,Outer Regional,-36.41506861,148.6089615
"Al Amanah College, Bankstown campus",NSW,Independent,Combined,Major Cities,-33.917207,151.028444
Redeemer Baptist School,NSW,Independent,Combined,Major Cities,-33.793639,151.017344
Newcastle Grammar School,NSW,Independent,Combined,Major Cities,-32.929914,151.780162
Northside Montessori School,NSW,Independent,Combined,Major Cities,-33.734921,151.136895
Southside Montessori School,NSW,Independent,Primary,Major Cities,-33.952384,151.044309
St Spyridon College,NSW,Independent,Combined,Major Cities,-33.955014,151.244024
Masada College,NSW,Independent,Combined,Major Cities,-33.729757,151.166914
Toongabbie Christian College,NSW,Independent,Combined,Major Cities,-33.789371,150.943398
Northholm Grammar School,NSW,Independent,Combined,Inner Regional,-33.604458,151.054058
Coffs Harbour Christian Community School - Junior Campus,NSW,Independent,Primary,Inner Regional,-30.299792,153.120744
Roseville College,NSW,Independent,Combined,Major Cities,-33.78517,151.179521
Mount Annan Christian College,NSW,Independent,Combined,Major Cities,-34.048043,150.777116
